Parti libéral du Québec,Bernard Chartier,Bernard.Chartier@plq.org,Chauveau
Parti libéral du Québec,Simon Turmel,Simon.Turmel@plq.org,Lévis
Parti libéral du Québec,Simon Turmel,Simon.Turmel@plq.org,Lévis
Parti libéral du Québec,Hélène David,Helene.David@plq.org,Outremont
Parti libéral du Québec,Hélène David,Helene.David@plq.org,Outremont
Parti libéral du Québec,Stéphane Billette,Stephane.Billette@plq.org,Huntingdon
Parti libéral du Québec,Stéphane Billette,Stephane.Billette@plq.org,Huntingdon
Parti libéral du Québec,Francine Charbonneau,Francine.Charbonneau@plq.org,Mille-Îles
Parti libéral du Québec,Francine Charbonneau,Francine.Charbonneau@plq.org,Mille-Îles
Parti libéral du Québec,Damien Arsenault,Damien.Arsenault@plq.org,Bonaventure
Parti libéral du Québec,Damien Arsenault,Damien.Arsenault@plq.org,Bonaventure
Parti libéral du Québec,Jean Habel,Jean.Habel@plq.org,Sainte-Rose
Parti libéral du Québec,Jean Habel,Jean.Habel@plq.org,Sainte-Rose
Parti libéral du Québec,Ismaël Boisvert,Ismael.Boisvert@plq.org,Mirabel
Parti libéral du Québec,Ismaël Boisvert,Ismael.Boisvert@plq.org,Mirabel
Parti libéral du Québec,Jean-Marc Bergevin,Jean-Marc.Bergevin@plq.org,L'Assomption
Parti libéral du Québec,Jean-Marc Bergevin,Jean-Marc.Bergevin@plq.org,L'Assomption
Parti libéral du Québec,Claude Blais,Claude.Blais@plq.org,Pointe-aux-Trembles
Parti libéral du Québec,Claude Blais,Claude.Blais@plq.org,Pointe-aux-Trembles
Parti libéral du Québec,Norbert Morin,Norbert.Morin@plq.org,Côte-du-Sud
Parti libéral du Québec,Norbert Morin,Norbert.Morin@plq.org,Côte-du-Sud
Parti libéral du Québec,Marc Carriere,Marc.Carriere@plq.org,Chapleau
Parti libéral du Québec,Marc Carriere,Marc.Carriere@plq.org,Chapleau
Parti libéral du Québec,Chantal Tremblay,Chantal.Tremblay@plq.org,Iberville
Parti libéral du Québec,Chantal Tremblay,Chantal.Tremblay@plq.org,Iberville
Parti libéral du Québec,Denis Vallée,Denis.Vallee@plq.org,Nicolet-Bécancour
Parti libéral du Québec,Denis Vallée,Denis.Vallee@plq.org,Nicolet-Bécancour
Parti libéral du Québec,Christian Lacroix,Christian.Lacroix@plq.org,Labelle
Parti libéral du Québec,Christian Lacroix,Christian.Lacroix@plq.org,Labelle
Parti libéral du Québec,Robert Corriveau,Robert.Corriveau@plq.org,Joliette
Parti libéral du Québec,Robert Corriveau,Robert.Corriveau@plq.org,Joliette
Parti libéral du Québec,Ghislain Bolduc,Ghislain.Bolduc@plq.org,Mégantic
Parti libéral du Québec,Ghislain Bolduc,Ghislain.Bolduc@plq.org,Mégantic
Parti libéral du Québec,Marie-Claude Nichols,Missing Email,Vaudreuil
Parti libéral du Québec,Marie-Claude Nichols,Missing Email,Vaudreuil
Parti libéral du Québec,Marie-Claude Collin,Marie-Claude.Collin@plq.org,Blainville
Parti libéral du Québec,Marie-Claude Collin,Marie-Claude.Collin@plq.org,Blainville
Parti libéral du Québec,Christine St-Pierre,acadie@plq.org,Acadie
Parti libéral du Québec,Christine St-Pierre,acadie@plq.org,Acadie
Parti libéral du Québec,Michel Mallette,Michel.Mallette@plq.org,Chicoutimi
Parti libéral du Québec,Michel Mallette,Michel.Mallette@plq.org,Chicoutimi
Parti libéral du Québec,Jean Boucher,Jean.Boucher@plq.org,Ungava
Parti libéral du Québec,Jean Boucher,Jean.Boucher@plq.org,Ungava
Parti libéral du Québec,Saul Polo,Saul.Polo@plq.org,Laval-des-Rapides
Parti libéral du Québec,Saul Polo,Saul.Polo@plq.org,Laval-des-Rapides
Parti libéral du Québec,François Ouimet,Francois.Ouimet@plq.org,Marquette
Parti libéral du Québec,François Ouimet,Francois.Ouimet@plq.org,Marquette
Parti libéral du Québec,Rita de Santis,Rita.DeSantis@plq.org,Bourassa-Sauvé
Parti libéral du Québec,Rita de Santis,Rita.DeSantis@plq.org,Bourassa-Sauvé
Parti libéral du Québec,Richard Sagala,Richard.Sagala@plq.org,Mercier
Parti libéral du Québec,Richard Sagala,Richard.Sagala@plq.org,Mercier
Parti libéral du Québec,Michel Bienvenu,Michel.Bienvenu@plq.org,Vachon
Parti libéral du Québec,Michel Bienvenu,Michel.Bienvenu@plq.org,Vachon
Parti libéral du Québec,François Blais,Francois.Blais@plq.org,Charlesbourg
Parti libéral du Québec,François Blais,Francois.Blais@plq.org,Charlesbourg
Parti libéral du Québec,Jean D'Amour,Jean.DAmour@plq.org,Rivière-du-Loup–Témiscouata
Parti libéral du Québec,Jean D'Amour,Jean.DAmour@plq.org,Rivière-du-Loup–Témiscouata
Parti libéral du Québec,Caroline Simard,Caroline.Simard@plq.org,Charlevoix–Côte-de-Beaupré
Parti libéral du Québec,Caroline Simard,Caroline.Simard@plq.org,Charlevoix–Côte-de-Beaupré
Parti libéral du Québec,André Drolet,Andre.Drolet@plq.org,Jean-Lesage
Parti libéral du Québec,André Drolet,Andre.Drolet@plq.org,Jean-Lesage
Parti libéral du Québec,Guy Bourgeois,Guy.Bourgeois@plq.org,Abitibi-Est
Parti libéral du Québec,Guy Bourgeois,Guy.Bourgeois@plq.org,Abitibi-Est
Parti libéral du Québec,Magdala Ferdinand,Magdala.Ferdinand@plq.org,Chambly
Parti libéral du Québec,Magdala Ferdinand,Magdala.Ferdinand@plq.org,Chambly
Parti libéral du Québec,Patrick Huot,Patrick.Huot@plq.org,Vanier-Les Rivières
Parti libéral du Québec,Patrick Huot,Patrick.Huot@plq.org,Vanier-Les Rivières
Parti libéral du Québec,Pierre Reid,Pierre.Reid@plq.org,Orford
Parti libéral du Québec,Pierre Reid,Pierre.Reid@plq.org,Orford
Parti libéral du Québec,André Fortin,Andre.Fortin@plq.org,Pontiac
Parti libéral du Québec,André Fortin,Andre.Fortin@plq.org,Pontiac
Parti libéral du Québec,Maxime Tessier,Maxime.Tessier@plq.org,Taillon
Parti libéral du Québec,Maxime Tessier,Maxime.Tessier@plq.org,Taillon
Parti libéral du Québec,Pierre-Luc Bellerose,Pierre-Luc.Bellerose@plq.org,Berthier
Parti libéral du Québec,Pierre-Luc Bellerose,Pierre-Luc.Bellerose@plq.org,Berthier
Parti libéral du Québec,Nicole Ménard,Missing Email,Laporte
Parti libéral du Québec,Nicole Ménard,Missing Email,Laporte
Parti libéral du Québec,Luc Blanchette,luc.blanchette@plq.org,Rouyn-Noranda–Témiscamingue
Parti libéral du Québec,Luc Blanchette,luc.blanchette@plq.org,Rouyn-Noranda–Témiscamingue
Parti libéral du Québec,Raymond Bernier,Raymond.Bernier@plq.org,Montmorency
Parti libéral du Québec,Raymond Bernier,Raymond.Bernier@plq.org,Montmorency
Parti libéral du Québec,Marguerite Blais,Marguerite.Blais@plq.org,Saint-Henri–Sainte-Anne
Parti libéral du Québec,Marguerite Blais,Marguerite.Blais@plq.org,Saint-Henri–Sainte-Anne
Parti libéral du Québec,Lucie Charlebois,Lucie.Charlebois@plq.org,Soulanges
Parti libéral du Québec,Lucie Charlebois,Lucie.Charlebois@plq.org,Soulanges
Parti libéral du Québec,Jacques Chagnon,Jacques.Chagnon@plq.org,Westmount–Saint-Louis
Parti libéral du Québec,Jacques Chagnon,Jacques.Chagnon@plq.org,Westmount–Saint-Louis
Parti libéral du Québec,Meriem Glia,Meriem.Glia@plq.org,Terrebonne
Parti libéral du Québec,Meriem Glia,Meriem.Glia@plq.org,Terrebonne
Parti libéral du Québec,Alexandre Iracà,Alexandre.Iraca@plq.org,Papineau
Parti libéral du Québec,Alexandre Iracà,Alexandre.Iraca@plq.org,Papineau
Parti libéral du Québec,Jean Murray,Jean.Murray@plq.org,Borduas
Parti libéral du Québec,Jean Murray,Jean.Murray@plq.org,Borduas
Parti libéral du Québec,Anna Klisko,Anna.Klisko@plq.org,Sainte-Marie–Saint-Jacques
Parti libéral du Québec,Anna Klisko,Anna.Klisko@plq.org,Sainte-Marie–Saint-Jacques
Parti libéral du Québec,Stéphanie Vallée,Stephanie.Vallee@plq.org,Gatineau
Parti libéral du Québec,Stéphanie Vallée,Stephanie.Vallee@plq.org,Gatineau
Parti libéral du Québec,Dominique Vien,Dominique.Vien@plq.org,Bellechasse
Parti libéral du Québec,Dominique Vien,Dominique.Vien@plq.org,Bellechasse
Parti libéral du Québec,Lyse Lemieux,Missing Email,Beauharnois
Parti libéral du Québec,Lyse Lemieux,Missing Email,Beauharnois
Parti libéral du Québec,Alain Plante,Alain.Plante@plq.org,Richelieu
Parti libéral du Québec,Alain Plante,Alain.Plante@plq.org,Richelieu
Parti libéral du Québec,Ghyslain Vaillancourt,Ghyslain.Vaillancourt@plq.org,Chutes-de-la-Chaudière
Parti libéral du Québec,Ghyslain Vaillancourt,Ghyslain.Vaillancourt@plq.org,Chutes-de-la-Chaudière
Parti libéral du Québec,Filomena Rotiroti,Filomena.Rotiroti@plq.org,Jeanne-Mance--Viger
Parti libéral du Québec,Filomena Rotiroti,Filomena.Rotiroti@plq.org,Jeanne-Mance--Viger
Parti libéral du Québec,Julie Boulet,Julie.Boulet@plq.org,Laviolette
Parti libéral du Québec,Julie Boulet,Julie.Boulet@plq.org,Laviolette
Parti libéral du Québec,Robert Poeti,Robert.Poeti@plq.org,Marguerite-Bourgeoys
Parti libéral du Québec,Robert Poeti,Robert.Poeti@plq.org,Marguerite-Bourgeoys
Parti libéral du Québec,Simon Rocheleau,Simon.Rocheleau@plq.org,Verchères
Parti libéral du Québec,Simon Rocheleau,Simon.Rocheleau@plq.org,Verchères
Parti libéral du Québec,Pierre-Michel Auger,Pierre-Michel.Auger@plq.org,Champlain
Parti libéral du Québec,Pierre-Michel Auger,Pierre-Michel.Auger@plq.org,Champlain
Parti libéral du Québec,Jacques Gendron,Jacques.Gendron@plq.org,Montarville
Parti libéral du Québec,Jacques Gendron,Jacques.Gendron@plq.org,Montarville
Parti libéral du Québec,Sam Hamad,Sam.Hamad@plq.org,Louis-Hébert
Parti libéral du Québec,Sam Hamad,Sam.Hamad@plq.org,Louis-Hébert
Parti libéral du Québec,Jacques Daoust,Jacques.Daoust@plq.org,Verdun
Parti libéral du Québec,Jacques Daoust,Jacques.Daoust@plq.org,Verdun
Parti libéral du Québec,Pierre Paradis,Pierre.Paradis@plq.org,Brome-Missisquoi
Parti libéral du Québec,Pierre Paradis,Pierre.Paradis@plq.org,Brome-Missisquoi
Parti libéral du Québec,José Couture,Jose.Couture@plq.org,Beauce-Nord
Parti libéral du Québec,José Couture,Jose.Couture@plq.org,Beauce-Nord
Parti libéral du Québec,Vicki Emard,Vicki.Emard@plq.org,Groulx
Parti libéral du Québec,Vicki Emard,Vicki.Emard@plq.org,Groulx
Parti libéral du Québec,Féné Wenet,Fene.Wenet@plq.org,Masson
Parti libéral du Québec,Féné Wenet,Fene.Wenet@plq.org,Masson
Parti libéral du Québec,Robert Nantel,Robert.Nantel@plq.org,Repentigny
Parti libéral du Québec,Robert Nantel,Robert.Nantel@plq.org,Repentigny
Parti libéral du Québec,Laurent Lessard,Laurent.Lessard@plq.org,Lotbinière-Frontenac
Parti libéral du Québec,Laurent Lessard,Laurent.Lessard@plq.org,Lotbinière-Frontenac
Parti libéral du Québec,Michel Matte,Michel.Matte@plq.org,Portneuf
Parti libéral du Québec,Michel Matte,Michel.Matte@plq.org,Portneuf
Parti libéral du Québec,Guy Ouellette,Guy.Ouellette@plq.org,Chomedey
Parti libéral du Québec,Guy Ouellette,Guy.Ouellette@plq.org,Chomedey
Parti libéral du Québec,Luc Fortin,Luc.Fortin@plq.org,Sherbrooke
Parti libéral du Québec,Luc Fortin,Luc.Fortin@plq.org,Sherbrooke
Parti libéral du Québec,Louise Arpin,Louise.Arpin@plq.org,Saint-Hyacinthe
Parti libéral du Québec,Louise Arpin,Louise.Arpin@plq.org,Saint-Hyacinthe
Parti libéral du Québec,Pascal Proulx,Pascal.Proulx@plq.org,Granby
Parti libéral du Québec,Pascal Proulx,Pascal.Proulx@plq.org,Granby
Parti libéral du Québec,Guy Hardy,Guy.Hardy@plq.org,Saint-François
Parti libéral du Québec,Guy Hardy,Guy.Hardy@plq.org,Saint-François
Parti libéral du Québec,Robert Dutil,Robert.Dutil@plq.org,Beauce-Sud
Parti libéral du Québec,Robert Dutil,Robert.Dutil@plq.org,Beauce-Sud
